Segment,Country, Product , Discount Band , Units Sold , Manufacturing Price , Sale Price , Gross Sales , Discounts ,  Sales , COGS , Profit ,Date,Month Number, Month Name ,Year
Midmarket,Mexico, Paseo , High , $380.00 , $10.00 , $15.00 ," $5,700.00 ", $684.00 ," $5,016.00 "," $3,800.00 "," $1,216.00 ",01/12/2013,12, December ,2013
Government,Mexico, Paseo , High ," $1,233.00 ", $10.00 , $20.00 ," $24,660.00 "," $2,959.20 "," $21,700.80 "," $12,330.00 "," $9,370.80 ",01/12/2014,12, December ,2014
Government,Mexico, Velo , High ," $1,395.00 ", $120.00 , $350.00 ," $4,88,250.00 "," $58,590.00 "," $4,29,660.00 "," $3,62,700.00 "," $66,960.00 ",01/07/2014,7, July ,2014
Government,United States of America, Velo , High , $986.00 , $120.00 , $350.00 ," $3,45,100.00 "," $41,412.00 "," $3,03,688.00 "," $2,56,360.00 "," $47,328.00 ",01/10/2014,10, October ,2014
Government,Mexico, Velo , High , $905.00 , $120.00 , $20.00 ," $18,100.00 "," $2,172.00 "," $15,928.00 "," $9,050.00 "," $6,878.00 ",01/10/2014,10, October ,2014
Channel Partners,Canada, VTT , High ," $2,109.00 ", $250.00 , $12.00 ," $25,308.00 "," $3,036.96 "," $22,271.04 "," $6,327.00 "," $15,944.04 ",01/05/2014,5, May ,2014
Midmarket,France, VTT , High ," $3,874.50 ", $250.00 , $15.00 ," $58,117.50 "," $6,974.10 "," $51,143.40 "," $38,745.00 "," $12,398.40 ",01/07/2014,7, July ,2014
Government,Canada, VTT , High , $623.00 , $250.00 , $350.00 ," $2,18,050.00 "," $26,166.00 "," $1,91,884.00 "," $1,61,980.00 "," $29,904.00 ",01/09/2013,9, September ,2013
Government,United States of America, VTT , High , $986.00 , $250.00 , $350.00 ," $3,45,100.00 "," $41,412.00 "," $3,03,688.00 "," $2,56,360.00 "," $47,328.00 ",01/10/2014,10, October ,2014
Enterprise,United States of America, VTT , High ," $2,387.00 ", $250.00 , $125.00 ," $2,98,375.00 "," $35,805.00 "," $2,62,570.00 "," $2,86,440.00 "," $(23,870.00)",01/11/2014,11, November ,2014
Government,Mexico, VTT , High ," $1,233.00 ", $250.00 , $20.00 ," $24,660.00 "," $2,959.20 "," $21,700.80 "," $12,330.00 "," $9,370.80 ",01/12/2014,12, December ,2014
Government,United States of America, Amarilla , High , $270.00 , $260.00 , $350.00 ," $94,500.00 "," $11,340.00 "," $83,160.00 "," $70,200.00 "," $12,960.00 ",01/02/2014,2, February ,2014
Government,France, Amarilla , High ," $3,421.50 ", $260.00 , $7.00 ," $23,950.50 "," $2,874.06 "," $21,076.44 "," $17,107.50 "," $3,968.94 ",01/07/2014,7, July ,2014
Government,Canada, Amarilla , High ," $2,734.00 ", $260.00 , $7.00 ," $19,138.00 "," $2,296.56 "," $16,841.44 "," $13,670.00 "," $3,171.44 ",01/10/2014,10, October ,2014
Midmarket,United States of America, Amarilla , High ," $2,548.00 ", $260.00 , $15.00 ," $38,220.00 "," $4,586.40 "," $33,633.60 "," $25,480.00 "," $8,153.60 ",01/11/2013,11, November ,2013
Government,France, Carretera , High ," $2,521.50 ", $3.00 , $20.00 ," $50,430.00 "," $6,051.60 "," $44,378.40 "," $25,215.00 "," $19,163.40 ",01/01/2014,1, January ,2014
Channel Partners,Mexico, Montana , High ," $2,661.00 ", $5.00 , $12.00 ," $31,932.00 "," $3,831.84 "," $28,100.16 "," $7,983.00 "," $20,117.16 ",01/05/2014,5, May ,2014
Government,Germany, Paseo , High ," $1,531.00 ", $10.00 , $20.00 ," $30,620.00 "," $3,674.40 "," $26,945.60 "," $15,310.00 "," $11,635.60 ",01/12/2014,12, December ,2014
Government,France, VTT , High ," $1,491.00 ", $250.00 , $7.00 ," $10,437.00 "," $1,252.44 "," $9,184.56 "," $7,455.00 "," $1,729.56 ",01/03/2014,3, March ,2014
Government,Germany, VTT , High ," $1,531.00 ", $250.00 , $20.00 ," $30,620.00 "," $3,674.40 "," $26,945.60 "," $15,310.00 "," $11,635.60 ",01/12/2014,12, December ,2014
Channel Partners,Canada, Amarilla , High ," $2,761.00 ", $260.00 , $12.00 ," $33,132.00 "," $3,975.84 "," $29,156.16 "," $8,283.00 "," $20,873.16 ",01/09/2013,9, September ,2013
Midmarket,United States of America, Carretera , High ," $2,567.00 ", $3.00 , $15.00 ," $38,505.00 "," $5,005.65 "," $33,499.35 "," $25,670.00 "," $7,829.35 ",01/06/2014,6, June ,2014
Midmarket,United States of America, VTT , High ," $2,567.00 ", $250.00 , $15.00 ," $38,505.00 "," $5,005.65 "," $33,499.35 "," $25,670.00 "," $7,829.35 ",01/06/2014,6, June ,2014
Government,Canada, Carretera , High , $923.00 , $3.00 , $350.00 ," $3,23,050.00 "," $41,996.50 "," $2,81,053.50 "," $2,39,980.00 "," $41,073.50 ",01/03/2014,3, March ,2014
Government,France, Carretera , High ," $1,790.00 ", $3.00 , $350.00 ," $6,26,500.00 "," $81,445.00 "," $5,45,055.00 "," $4,65,400.00 "," $79,655.00 ",01/03/2014,3, March ,2014
Government,Germany, Carretera , High , $442.00 , $3.00 , $20.00 ," $8,840.00 "," $1,149.20 "," $7,690.80 "," $4,420.00 "," $3,270.80 ",01/09/2013,9, September ,2013
Government,United States of America, Montana , High , $982.50 , $5.00 , $350.00 ," $3,43,875.00 "," $44,703.75 "," $2,99,171.25 "," $2,55,450.00 "," $43,721.25 ",01/01/2014,1, January ,2014
Government,United States of America, Montana , High ," $1,298.00 ", $5.00 , $7.00 ," $9,086.00 "," $1,181.18 "," $7,904.82 "," $6,490.00 "," $1,414.82 ",01/02/2014,2, February ,2014
Channel Partners,Mexico, Montana , High , $604.00 , $5.00 , $12.00 ," $7,248.00 ", $942.24 ," $6,305.76 "," $1,812.00 "," $4,493.76 ",01/06/2014,6, June ,2014
Government,Mexico, Montana , High ," $2,255.00 ", $5.00 , $20.00 ," $45,100.00 "," $5,863.00 "," $39,237.00 "," $22,550.00 "," $16,687.00 ",01/07/2014,7, July ,2014
Government,Canada, Montana , High ," $1,249.00 ", $5.00 , $20.00 ," $24,980.00 "," $3,247.40 "," $21,732.60 "," $12,490.00 "," $9,242.60 ",01/10/2014,10, October ,2014
Government,United States of America, Paseo , High ," $1,438.50 ", $10.00 , $7.00 ," $10,069.50 "," $1,309.04 "," $8,760.47 "," $7,192.50 "," $1,567.97 ",01/01/2014,1, January ,2014
Small Business,Germany, Paseo , High , $807.00 , $10.00 , $300.00 ," $2,42,100.00 "," $31,473.00 "," $2,10,627.00 "," $2,01,750.00 "," $8,877.00 ",01/01/2014,1, January ,2014
Government,United States of America, Paseo , High ," $2,641.00 ", $10.00 , $20.00 ," $52,820.00 "," $6,866.60 "," $45,953.40 "," $26,410.00 "," $19,543.40 ",01/02/2014,2, February ,2014
Government,Germany, Paseo , High ," $2,708.00 ", $10.00 , $20.00 ," $54,160.00 "," $7,040.80 "," $47,119.20 "," $27,080.00 "," $20,039.20 ",01/02/2014,2, February ,2014
Government,Canada, Paseo , High ," $2,632.00 ", $10.00 , $350.00 ," $9,21,200.00 "," $1,19,756.00 "," $8,01,444.00 "," $6,84,320.00 "," $1,17,124.00 ",01/06/2014,6, June ,2014
Enterprise,Canada, Paseo , High ," $1,583.00 ", $10.00 , $125.00 ," $1,97,875.00 "," $25,723.75 "," $1,72,151.25 "," $1,89,960.00 "," $(17,808.75)",01/06/2014,6, June ,2014
Channel Partners,Mexico, Paseo , High , $571.00 , $10.00 , $12.00 ," $6,852.00 ", $890.76 ," $5,961.24 "," $1,713.00 "," $4,248.24 ",01/07/2014,7, July ,2014
Government,France, Paseo , High ," $2,696.00 ", $10.00 , $7.00 ," $18,872.00 "," $2,453.36 "," $16,418.64 "," $13,480.00 "," $2,938.64 ",01/08/2014,8, August ,2014
Midmarket,Canada, Paseo , High ," $1,565.00 ", $10.00 , $15.00 ," $23,475.00 "," $3,051.75 "," $20,423.25 "," $15,650.00 "," $4,773.25 ",01/10/2014,10, October ,2014
Government,Canada, Paseo , High ," $1,249.00 ", $10.00 , $20.00 ," $24,980.00 "," $3,247.40 "," $21,732.60 "," $12,490.00 "," $9,242.60 ",01/10/2014,10, October ,2014
Government,Germany, Paseo , High , $357.00 , $10.00 , $350.00 ," $1,24,950.00 "," $16,243.50 "," $1,08,706.50 "," $92,820.00 "," $15,886.50 ",01/11/2014,11, November ,2014
Channel Partners,Germany, Paseo , High ," $1,013.00 ", $10.00 , $12.00 ," $12,156.00 "," $1,580.28 "," $10,575.72 "," $3,039.00 "," $7,536.72 ",01/12/2014,12, December ,2014
Midmarket,France, Velo , High ," $3,997.50 ", $120.00 , $15.00 ," $59,962.50 "," $7,795.13 "," $52,167.38 "," $39,975.00 "," $12,192.38 ",01/01/2014,1, January ,2014
Government,Canada, Velo , High ," $2,632.00 ", $120.00 , $350.00 ," $9,21,200.00 "," $1,19,756.00 "," $8,01,444.00 "," $6,84,320.00 "," $1,17,124.00 ",01/06/2014,6, June ,2014
Government,France, Velo , High ," $1,190.00 ", $120.00 , $7.00 ," $8,330.00 "," $1,082.90 "," $7,247.10 "," $5,950.00 "," $1,297.10 ",01/06/2014,6, June ,2014
Channel Partners,Mexico, Velo , High , $604.00 , $120.00 , $12.00 ," $7,248.00 ", $942.24 ," $6,305.76 "," $1,812.00 "," $4,493.76 ",01/06/2014,6, June ,2014
Midmarket,Germany, Velo , High , $660.00 , $120.00 , $15.00 ," $9,900.00 "," $1,287.00 "," $8,613.00 "," $6,600.00 "," $2,013.00 ",01/09/2013,9, September ,2013
Channel Partners,Mexico, Velo , High , $410.00 , $120.00 , $12.00 ," $4,920.00 ", $639.60 ," $4,280.40 "," $1,230.00 "," $3,050.40 ",01/10/2014,10, October ,2014
Small Business,Mexico, Velo , High ," $2,605.00 ", $120.00 , $300.00 ," $7,81,500.00 "," $1,01,595.00 "," $6,79,905.00 "," $6,51,250.00 "," $28,655.00 ",01/11/2013,11, November ,2013
Channel Partners,Germany, Velo , High ," $1,013.00 ", $120.00 , $12.00 ," $12,156.00 "," $1,580.28 "," $10,575.72 "," $3,039.00 "," $7,536.72 ",01/12/2014,12, December ,2014
Enterprise,Canada, VTT , High ," $1,583.00 ", $250.00 , $125.00 ," $1,97,875.00 "," $25,723.75 "," $1,72,151.25 "," $1,89,960.00 "," $(17,808.75)",01/06/2014,6, June ,2014
Midmarket,Canada, VTT , High ," $1,565.00 ", $250.00 , $15.00 ," $23,475.00 "," $3,051.75 "," $20,423.25 "," $15,650.00 "," $4,773.25 ",01/10/2014,10, October ,2014
Enterprise,Canada, Amarilla , High ," $1,659.00 ", $260.00 , $125.00 ," $2,07,375.00 "," $26,958.75 "," $1,80,416.25 "," $1,99,080.00 "," $(18,663.75)",01/01/2014,1, January ,2014
Government,France, Amarilla , High ," $1,190.00 ", $260.00 , $7.00 ," $8,330.00 "," $1,082.90 "," $7,247.10 "," $5,950.00 "," $1,297.10 ",01/06/2014,6, June ,2014
Channel Partners,Mexico, Amarilla , High , $410.00 , $260.00 , $12.00 ," $4,920.00 ", $639.60 ," $4,280.40 "," $1,230.00 "," $3,050.40 ",01/10/2014,10, October ,2014
Channel Partners,Germany, Amarilla , High ," $1,770.00 ", $260.00 , $12.00 ," $21,240.00 "," $2,761.20 "," $18,478.80 "," $5,310.00 "," $13,168.80 ",01/12/2013,12, December ,2013
Government,Mexico, Carretera , High ," $2,579.00 ", $3.00 , $20.00 ," $51,580.00 "," $7,221.20 "," $44,358.80 "," $25,790.00 "," $18,568.80 ",01/04/2014,4, April ,2014
Government,United States of America, Carretera , High ," $1,743.00 ", $3.00 , $20.00 ," $34,860.00 "," $4,880.40 "," $29,979.60 "," $17,430.00 "," $12,549.60 ",01/05/2014,5, May ,2014
Government,United States of America, Carretera , High ," $2,996.00 ", $3.00 , $7.00 ," $20,972.00 "," $2,936.08 "," $18,035.92 "," $14,980.00 "," $3,055.92 ",01/10/2013,10, October ,2013
Government,Germany, Carretera , High , $280.00 , $3.00 , $7.00 ," $1,960.00 ", $274.40 ," $1,685.60 "," $1,400.00 ", $285.60 ,01/12/2014,12, December ,2014
Government,France, Montana , High , $293.00 , $5.00 , $7.00 ," $2,051.00 ", $287.14 ," $1,763.86 "," $1,465.00 ", $298.86 ,01/02/2014,2, February ,2014
Government,United States of America, Montana , High ," $2,996.00 ", $5.00 , $7.00 ," $20,972.00 "," $2,936.08 "," $18,035.92 "," $14,980.00 "," $3,055.92 ",01/10/2013,10, October ,2013
Midmarket,Germany, Paseo , High , $278.00 , $10.00 , $15.00 ," $4,170.00 ", $583.80 ," $3,586.20 "," $2,780.00 ", $806.20 ,01/02/2014,2, February ,2014
Government,Canada, Paseo , High ," $2,428.00 ", $10.00 , $20.00 ," $48,560.00 "," $6,798.40 "," $41,761.60 "," $24,280.00 "," $17,481.60 ",01/03/2014,3, March ,2014
Midmarket,United States of America, Paseo , High ," $1,767.00 ", $10.00 , $15.00 ," $26,505.00 "," $3,710.70 "," $22,794.30 "," $17,670.00 "," $5,124.30 ",01/09/2014,9, September ,2014
Channel Partners,France, Paseo , High ," $1,393.00 ", $10.00 , $12.00 ," $16,716.00 "," $2,340.24 "," $14,375.76 "," $4,179.00 "," $10,196.76 ",01/10/2014,10, October ,2014
Government,Germany, VTT , High , $280.00 , $250.00 , $7.00 ," $1,960.00 ", $274.40 ," $1,685.60 "," $1,400.00 ", $285.60 ,01/12/2014,12, December ,2014
Channel Partners,France, Amarilla , High ," $1,393.00 ", $260.00 , $12.00 ," $16,716.00 "," $2,340.24 "," $14,375.76 "," $4,179.00 "," $10,196.76 ",01/10/2014,10, October ,2014
Channel Partners,United States of America, Amarilla , High ," $2,015.00 ", $260.00 , $12.00 ," $24,180.00 "," $3,385.20 "," $20,794.80 "," $6,045.00 "," $14,749.80 ",01/12/2013,12, December ,2013
Small Business,Mexico, Carretera , High , $801.00 , $3.00 , $300.00 ," $2,40,300.00 "," $33,642.00 "," $2,06,658.00 "," $2,00,250.00 "," $6,408.00 ",01/07/2014,7, July ,2014
Enterprise,France, Carretera , High ," $1,023.00 ", $3.00 , $125.00 ," $1,27,875.00 "," $17,902.50 "," $1,09,972.50 "," $1,22,760.00 "," $(12,787.50)",01/09/2013,9, September ,2013
Small Business,Canada, Carretera , High ," $1,496.00 ", $3.00 , $300.00 ," $4,48,800.00 "," $62,832.00 "," $3,85,968.00 "," $3,74,000.00 "," $11,968.00 ",01/10/2014,10, October ,2014
Small Business,United States of America, Carretera , High ," $1,010.00 ", $3.00 , $300.00 ," $3,03,000.00 "," $42,420.00 "," $2,60,580.00 "," $2,52,500.00 "," $8,080.00 ",01/10/2014,10, October ,2014
Midmarket,Germany, Carretera , High ," $1,513.00 ", $3.00 , $15.00 ," $22,695.00 "," $3,177.30 "," $19,517.70 "," $15,130.00 "," $4,387.70 ",01/11/2014,11, November ,2014
Midmarket,Canada, Carretera , High ," $2,300.00 ", $3.00 , $15.00 ," $34,500.00 "," $4,830.00 "," $29,670.00 "," $23,000.00 "," $6,670.00 ",01/12/2014,12, December ,2014
Enterprise,Mexico, Carretera , High ," $2,821.00 ", $3.00 , $125.00 ," $3,52,625.00 "," $49,367.50 "," $3,03,257.50 "," $3,38,520.00 "," $(35,262.50)",01/12/2013,12, December ,2013
Government,Canada, Montana , High ," $2,227.50 ", $5.00 , $350.00 ," $7,79,625.00 "," $1,09,147.50 "," $6,70,477.50 "," $5,79,150.00 "," $91,327.50 ",01/01/2014,1, January ,2014
Government,Germany, Montana , High ," $1,199.00 ", $5.00 , $350.00 ," $4,19,650.00 "," $58,751.00 "," $3,60,899.00 "," $3,11,740.00 "," $49,159.00 ",01/04/2014,4, April ,2014
Government,Canada, Montana , High , $200.00 , $5.00 , $350.00 ," $70,000.00 "," $9,800.00 "," $60,200.00 "," $52,000.00 "," $8,200.00 ",01/05/2014,5, May ,2014
Government,Canada, Montana , High , $388.00 , $5.00 , $7.00 ," $2,716.00 ", $380.24 ," $2,335.76 "," $1,940.00 ", $395.76 ,01/09/2014,9, September ,2014
Government,Mexico, Montana , High ," $1,727.00 ", $5.00 , $7.00 ," $12,089.00 "," $1,692.46 "," $10,396.54 "," $8,635.00 "," $1,761.54 ",01/10/2013,10, October ,2013
Midmarket,Canada, Montana , High ," $2,300.00 ", $5.00 , $15.00 ," $34,500.00 "," $4,830.00 "," $29,670.00 "," $23,000.00 "," $6,670.00 ",01/12/2014,12, December ,2014
Government,Mexico, Paseo , High , $260.00 , $10.00 , $20.00 ," $5,200.00 ", $728.00 ," $4,472.00 "," $2,600.00 "," $1,872.00 ",01/02/2014,2, February ,2014
Midmarket,Canada, Paseo , High ," $2,470.00 ", $10.00 , $15.00 ," $37,050.00 "," $5,187.00 "," $31,863.00 "," $24,700.00 "," $7,163.00 ",01/09/2013,9, September ,2013
Midmarket,Canada, Paseo , High ," $1,743.00 ", $10.00 , $15.00 ," $26,145.00 "," $3,660.30 "," $22,484.70 "," $17,430.00 "," $5,054.70 ",01/10/2013,10, October ,2013
Channel Partners,United States of America, Paseo , High ," $2,914.00 ", $10.00 , $12.00 ," $34,968.00 "," $4,895.52 "," $30,072.48 "," $8,742.00 "," $21,330.48 ",01/10/2014,10, October ,2014
Government,France, Paseo , High ," $1,731.00 ", $10.00 , $7.00 ," $12,117.00 "," $1,696.38 "," $10,420.62 "," $8,655.00 "," $1,765.62 ",01/10/2014,10, October ,2014
Government,Canada, Paseo , High , $700.00 , $10.00 , $350.00 ," $2,45,000.00 "," $34,300.00 "," $2,10,700.00 "," $1,82,000.00 "," $28,700.00 ",01/11/2014,11, November ,2014
Channel Partners,Canada, Paseo , High ," $2,222.00 ", $10.00 , $12.00 ," $26,664.00 "," $3,732.96 "," $22,931.04 "," $6,666.00 "," $16,265.04 ",01/11/2013,11, November ,2013
Government,United States of America, Paseo , High ," $1,177.00 ", $10.00 , $350.00 ," $4,11,950.00 "," $57,673.00 "," $3,54,277.00 "," $3,06,020.00 "," $48,257.00 ",01/11/2014,11, November ,2014
Government,France, Paseo , High ," $1,922.00 ", $10.00 , $350.00 ," $6,72,700.00 "," $94,178.00 "," $5,78,522.00 "," $4,99,720.00 "," $78,802.00 ",01/11/2013,11, November ,2013
Enterprise,Mexico, Velo , High ," $1,575.00 ", $120.00 , $125.00 ," $1,96,875.00 "," $27,562.50 "," $1,69,312.50 "," $1,89,000.00 "," $(19,687.50)",01/02/2014,2, February ,2014
Government,United States of America, Velo , High , $606.00 , $120.00 , $20.00 ," $12,120.00 "," $1,696.80 "," $10,423.20 "," $6,060.00 "," $4,363.20 ",01/04/2014,4, April ,2014
Small Business,United States of America, Velo , High ," $2,460.00 ", $120.00 , $300.00 ," $7,38,000.00 "," $1,03,320.00 "," $6,34,680.00 "," $6,15,000.00 "," $19,680.00 ",01/07/2014,7, July ,2014
Small Business,Canada, Velo , High , $269.00 , $120.00 , $300.00 ," $80,700.00 "," $11,298.00 "," $69,402.00 "," $67,250.00 "," $2,152.00 ",01/10/2013,10, October ,2013
Small Business,Germany, Velo , High ," $2,536.00 ", $120.00 , $300.00 ," $7,60,800.00 "," $1,06,512.00 "," $6,54,288.00 "," $6,34,000.00 "," $20,288.00 ",01/11/2013,11, November ,2013
Government,Mexico, VTT , High ," $2,903.00 ", $250.00 , $7.00 ," $20,321.00 "," $2,844.94 "," $17,476.06 "," $14,515.00 "," $2,961.06 ",01/03/2014,3, March ,2014
Small Business,United States of America, VTT , High ," $2,541.00 ", $250.00 , $300.00 ," $7,62,300.00 "," $1,06,722.00 "," $6,55,578.00 "," $6,35,250.00 "," $20,328.00 ",01/08/2014,8, August ,2014
Small Business,Canada, VTT , High , $269.00 , $250.00 , $300.00 ," $80,700.00 "," $11,298.00 "," $69,402.00 "," $67,250.00 "," $2,152.00 ",01/10/2013,10, October ,2013
Small Business,Canada, VTT , High ," $1,496.00 ", $250.00 , $300.00 ," $4,48,800.00 "," $62,832.00 "," $3,85,968.00 "," $3,74,000.00 "," $11,968.00 ",01/10/2014,10, October ,2014
Small Business,United States of America, VTT , High ," $1,010.00 ", $250.00 , $300.00 ," $3,03,000.00 "," $42,420.00 "," $2,60,580.00 "," $2,52,500.00 "," $8,080.00 ",01/10/2014,10, October ,2014
Government,France, VTT , High ," $1,281.00 ", $250.00 , $350.00 ," $4,48,350.00 "," $62,769.00 "," $3,85,581.00 "," $3,33,060.00 "," $52,521.00 ",01/12/2013,12, December ,2013
Small Business,Canada, Amarilla , High , $888.00 , $260.00 , $300.00 ," $2,66,400.00 "," $37,296.00 "," $2,29,104.00 "," $2,22,000.00 "," $7,104.00 ",01/03/2014,3, March ,2014
Enterprise,United States of America, Amarilla , High ," $2,844.00 ", $260.00 , $125.00 ," $3,55,500.00 "," $49,770.00 "," $3,05,730.00 "," $3,41,280.00 "," $(35,550.00)",01/05/2014,5, May ,2014
Channel Partners,France, Amarilla , High ," $2,475.00 ", $260.00 , $12.00 ," $29,700.00 "," $4,158.00 "," $25,542.00 "," $7,425.00 "," $18,117.00 ",01/08/2014,8, August ,2014
Midmarket,Canada, Amarilla , High ," $1,743.00 ", $260.00 , $15.00 ," $26,145.00 "," $3,660.30 "," $22,484.70 "," $17,430.00 "," $5,054.70 ",01/10/2013,10, October ,2013
Channel Partners,United States of America, Amarilla , High ," $2,914.00 ", $260.00 , $12.00 ," $34,968.00 "," $4,895.52 "," $30,072.48 "," $8,742.00 "," $21,330.48 ",01/10/2014,10, October ,2014
Government,France, Amarilla , High ," $1,731.00 ", $260.00 , $7.00 ," $12,117.00 "," $1,696.38 "," $10,420.62 "," $8,655.00 "," $1,765.62 ",01/10/2014,10, October ,2014
Government,Mexico, Amarilla , High ," $1,727.00 ", $260.00 , $7.00 ," $12,089.00 "," $1,692.46 "," $10,396.54 "," $8,635.00 "," $1,761.54 ",01/10/2013,10, October ,2013
Midmarket,Mexico, Amarilla , High ," $1,870.00 ", $260.00 , $15.00 ," $28,050.00 "," $3,927.00 "," $24,123.00 "," $18,700.00 "," $5,423.00 ",01/11/2013,11, November ,2013
Enterprise,France, Carretera , High ," $1,174.00 ", $3.00 , $125.00 ," $1,46,750.00 "," $22,012.50 "," $1,24,737.50 "," $1,40,880.00 "," $(16,142.50)",01/08/2014,8, August ,2014
Enterprise,Germany, Carretera , High ," $2,767.00 ", $3.00 , $125.00 ," $3,45,875.00 "," $51,881.25 "," $2,93,993.75 "," $3,32,040.00 "," $(38,046.25)",01/08/2014,8, August ,2014
Enterprise,Germany, Carretera , High ," $1,085.00 ", $3.00 , $125.00 ," $1,35,625.00 "," $20,343.75 "," $1,15,281.25 "," $1,30,200.00 "," $(14,918.75)",01/10/2014,10, October ,2014
Small Business,Mexico, Montana , High , $546.00 , $5.00 , $300.00 ," $1,63,800.00 "," $24,570.00 "," $1,39,230.00 "," $1,36,500.00 "," $2,730.00 ",01/10/2014,10, October ,2014
Government,Germany, Paseo , High ," $1,158.00 ", $10.00 , $20.00 ," $23,160.00 "," $3,474.00 "," $19,686.00 "," $11,580.00 "," $8,106.00 ",01/03/2014,3, March ,2014
Midmarket,Canada, Paseo , High ," $1,614.00 ", $10.00 , $15.00 ," $24,210.00 "," $3,631.50 "," $20,578.50 "," $16,140.00 "," $4,438.50 ",01/04/2014,4, April ,2014
Government,Mexico, Paseo , High ," $2,535.00 ", $10.00 , $7.00 ," $17,745.00 "," $2,661.75 "," $15,083.25 "," $12,675.00 "," $2,408.25 ",01/04/2014,4, April ,2014
Government,Mexico, Paseo , High ," $2,851.00 ", $10.00 , $350.00 ," $9,97,850.00 "," $1,49,677.50 "," $8,48,172.50 "," $7,41,260.00 "," $1,06,912.50 ",01/05/2014,5, May ,2014
Midmarket,Canada, Paseo , High ," $2,559.00 ", $10.00 , $15.00 ," $38,385.00 "," $5,757.75 "," $32,627.25 "," $25,590.00 "," $7,037.25 ",01/08/2014,8, August ,2014
Government,United States of America, Paseo , High , $267.00 , $10.00 , $20.00 ," $5,340.00 ", $801.00 ," $4,539.00 "," $2,670.00 "," $1,869.00 ",01/10/2013,10, October ,2013
Enterprise,Germany, Paseo , High ," $1,085.00 ", $10.00 , $125.00 ," $1,35,625.00 "," $20,343.75 "," $1,15,281.25 "," $1,30,200.00 "," $(14,918.75)",01/10/2014,10, October ,2014
Midmarket,Germany, Paseo , High ," $1,175.00 ", $10.00 , $15.00 ," $17,625.00 "," $2,643.75 "," $14,981.25 "," $11,750.00 "," $3,231.25 ",01/10/2014,10, October ,2014
Government,United States of America, Paseo , High ," $2,007.00 ", $10.00 , $350.00 ," $7,02,450.00 "," $1,05,367.50 "," $5,97,082.50 "," $5,21,820.00 "," $75,262.50 ",01/11/2013,11, November ,2013
Government,Mexico, Paseo , High ," $2,151.00 ", $10.00 , $350.00 ," $7,52,850.00 "," $1,12,927.50 "," $6,39,922.50 "," $5,59,260.00 "," $80,662.50 ",01/11/2013,11, November ,2013
Channel Partners,United States of America, Paseo , High , $914.00 , $10.00 , $12.00 ," $10,968.00 "," $1,645.20 "," $9,322.80 "," $2,742.00 "," $6,580.80 ",01/12/2014,12, December ,2014
Government,France, Paseo , High , $293.00 , $10.00 , $20.00 ," $5,860.00 ", $879.00 ," $4,981.00 "," $2,930.00 "," $2,051.00 ",01/12/2014,12, December ,2014
Channel Partners,Mexico, Velo , High , $500.00 , $120.00 , $12.00 ," $6,000.00 ", $900.00 ," $5,100.00 "," $1,500.00 "," $3,600.00 ",01/03/2014,3, March ,2014
Midmarket,France, Velo , High ," $2,826.00 ", $120.00 , $15.00 ," $42,390.00 "," $6,358.50 "," $36,031.50 "," $28,260.00 "," $7,771.50 ",01/05/2014,5, May ,2014
Enterprise,France, Velo , High , $663.00 , $120.00 , $125.00 ," $82,875.00 "," $12,431.25 "," $70,443.75 "," $79,560.00 "," $(9,116.25)",01/09/2014,9, September ,2014
Small Business,United States of America, Velo , High ," $2,574.00 ", $120.00 , $300.00 ," $7,72,200.00 "," $1,15,830.00 "," $6,56,370.00 "," $6,43,500.00 "," $12,870.00 ",01/11/2013,11, November ,2013
Enterprise,United States of America, Velo , High ," $2,438.00 ", $120.00 , $125.00 ," $3,04,750.00 "," $45,712.50 "," $2,59,037.50 "," $2,92,560.00 "," $(33,522.50)",01/12/2013,12, December ,2013
Channel Partners,United States of America, Velo , High , $914.00 , $120.00 , $12.00 ," $10,968.00 "," $1,645.20 "," $9,322.80 "," $2,742.00 "," $6,580.80 ",01/12/2014,12, December ,2014
Government,Canada, VTT , High , $865.50 , $250.00 , $20.00 ," $17,310.00 "," $2,596.50 "," $14,713.50 "," $8,655.00 "," $6,058.50 ",01/07/2014,7, July ,2014
Midmarket,Germany, VTT , High , $492.00 , $250.00 , $15.00 ," $7,380.00 "," $1,107.00 "," $6,273.00 "," $4,920.00 "," $1,353.00 ",01/07/2014,7, July ,2014
Government,United States of America, VTT , High , $267.00 , $250.00 , $20.00 ," $5,340.00 ", $801.00 ," $4,539.00 "," $2,670.00 "," $1,869.00 ",01/10/2013,10, October ,2013
Midmarket,Germany, VTT , High ," $1,175.00 ", $250.00 , $15.00 ," $17,625.00 "," $2,643.75 "," $14,981.25 "," $11,750.00 "," $3,231.25 ",01/10/2014,10, October ,2014
Enterprise,Canada, VTT , High ," $2,954.00 ", $250.00 , $125.00 ," $3,69,250.00 "," $55,387.50 "," $3,13,862.50 "," $3,54,480.00 "," $(40,617.50)",01/11/2013,11, November ,2013
Enterprise,Germany, VTT , High , $552.00 , $250.00 , $125.00 ," $69,000.00 "," $10,350.00 "," $58,650.00 "," $66,240.00 "," $(7,590.00)",01/11/2014,11, November ,2014
Government,France, VTT , High , $293.00 , $250.00 , $20.00 ," $5,860.00 ", $879.00 ," $4,981.00 "," $2,930.00 "," $2,051.00 ",01/12/2014,12, December ,2014
